dataset,config,config_label,seed,n_rows,n_features,outlier_rate,n_outliers,auc_roc,ap,f1,precision,recall,threshold,train_time_sec
20_letter,C_latent_diff_uncond,Latent Diff (Uncond.),72,1600,32,0.0625,100,0.55634,0.07217437353731561,0.09,0.09,0.09,1.047622486948967,5.569132328033447
20_letter,C_latent_diff_uncond,Latent Diff (Uncond.),888,1600,32,0.0625,100,0.5482333333333334,0.0776189174623847,0.09,0.09,0.09,1.0270952433347702,6.266017913818359
20_letter,E_caldm_d,CALDM-D (proposed),69,1600,32,0.0625,100,0.62449,0.10584076900674486,0.14,0.14,0.14,0.8381024971604347,15.598350048065186
20_letter,E_caldm_d,CALDM-D (proposed),72,1600,32,0.0625,100,0.6423266666666667,0.11327762519749407,0.16,0.16,0.16,0.8130587115883827,15.496131658554077
20_letter,E_caldm_d,CALDM-D (proposed),888,1600,32,0.0625,100,0.6125666666666667,0.10065487173156364,0.10000000000000002,0.1,0.1,0.8371263593435287,15.589128255844116
20_letter,F_caldm_j,CALDM-J (jointly cond.),69,1600,32,0.0625,100,0.7918533333333333,0.21206236121227715,0.26,0.26,0.26,0.5738172009587288,7.047255516052246
20_letter,F_caldm_j,CALDM-J (jointly cond.),72,1600,32,0.0625,100,0.7620266666666666,0.19015802834338127,0.24,0.24,0.24,0.5732669420540333,7.750735521316528
20_letter,F_caldm_j,CALDM-J (jointly cond.),888,1600,32,0.0625,100,0.7734866666666667,0.20379991131812814,0.24,0.24,0.24,0.5744958594441414,7.321097135543823
23_mammography,C_latent_diff_uncond,Latent Diff (Uncond.),69,11183,6,0.023249575248144506,260,0.7893879534362918,0.16968435109374197,0.24615384615384617,0.24615384615384617,0.24615384615384617,1.896063086194087,34.16802740097046
23_mammography,C_latent_diff_uncond,Latent Diff (Uncond.),72,11183,6,0.023249575248144506,260,0.7891958746188353,0.16941619863847962,0.25,0.25,0.25,1.9032124904638368,33.344815492630005
23_mammography,C_latent_diff_uncond,Latent Diff (Uncond.),888,11183,6,0.023249575248144506,260,0.8209371192754878,0.18076762789888862,0.2692307692307692,0.2692307692307692,0.2692307692307692,1.923420297889518,33.736849308013916
23_mammography,E_caldm_d,CALDM-D (proposed),69,11183,6,0.023249575248144506,260,0.8688948513721928,0.18562041265874996,0.25769230769230766,0.25769230769230766,0.25769230769230766,1.5666194615546996,97.7714056968689
23_mammography,E_caldm_d,CALDM-D (proposed),72,11183,6,0.023249575248144506,260,0.8752519383939323,0.1985493278980878,0.27307692307692305,0.27307692307692305,0.27307692307692305,1.5031939658924216,99.47698760032654
23_mammography,E_caldm_d,CALDM-D (proposed),888,11183,6,0.023249575248144506,260,0.8638967527940339,0.17272871998861158,0.25,0.25,0.25,1.5419931628884649,98.61839437484741
23_mammography,F_caldm_j,CALDM-J (jointly cond.),69,11183,6,0.023249575248144506,260,0.8018324072704737,0.1445939792397252,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.2110900734664928,44.24254083633423
