config,label,n_datasets,auc_roc_mean,auc_roc_std,ap_mean,ap_std,wins_auc_roc,wins_ap,p_auc_vs_proposed,p_ap_vs_proposed
C_latent_diff_uncond,Latent Diff (Uncond.),27,0.7525458007596512,0.1738112832649213,0.34589269754312035,0.2834700784208806,7,7,0.02116130634188984,0.114532509775531
E_caldm_d,CALDM-D (proposed),27,0.7771640883209605,0.16338770396570634,0.35998741709758353,0.28883519123057394,12,11,,
F_caldm_j,CALDM-J (jointly cond.),27,0.7349127242382751,0.15728336452294323,0.2786819475247765,0.20202655989532042,8,9,0.048862079851914084,0.040407470320841285
