method,seed,auc_roc,ap,f1,precision,recall,accuracy,threshold,train_time_sec,score_time_sec,error,dataset,n_rows,n_features,outlier_rate
DeepSVDD,72,0.32580011427788347,0.1493476630794172,0.14628657164291073,0.14628657164291073,0.14628657164291073,0.6463092463092464,1.2270992612690543,4.073057651519775,0.0,,19_landsat,6435,36,0.20714840714840715
DeepSVDD,888,0.3874624575391202,0.17378337279409323,0.2280570142535634,0.2280570142535634,0.2280570142535634,0.6801864801864802,1.0597398977642756,4.047801494598389,0.0,,19_landsat,6435,36,0.20714840714840715
CALDM-D,69,0.4458713659206648,0.18357698816051043,0.22055513878469618,0.22055513878469618,0.22055513878469618,0.6770784770784771,0.31577246907429823,56.800827980041504,1.7666809558868408,,19_landsat,6435,36,0.20714840714840715
CALDM-D,72,0.4379254358866079,0.17904508592689009,0.1980495123780945,0.1980495123780945,0.1980495123780945,0.6677544677544678,0.3054213624548894,56.486823320388794,1.8271677494049072,,19_landsat,6435,36,0.20714840714840715
CALDM-D,888,0.4546288718396768,0.18200737233707626,0.19954988747186797,0.19954988747186797,0.19954988747186797,0.6683760683760683,0.3201249232381096,56.872856855392456,1.7314295768737793,,19_landsat,6435,36,0.20714840714840715
CALDM-J,69,0.557096888883138,0.2233465677290767,0.2385596399099775,0.2385596399099775,0.2385596399099775,0.6845376845376845,0.09562240309880145,21.10707974433899,1.8392143249511719,,19_landsat,6435,36,0.20714840714840715
CALDM-J,72,0.5571035055902352,0.22969479503925908,0.2175543885971493,0.2175543885971493,0.2175543885971493,0.6758352758352758,0.11728021187567397,20.976744651794434,1.833085536956787,,19_landsat,6435,36,0.20714840714840715
CALDM-J,888,0.5510649516553972,0.22237936996965485,0.23105776444111029,0.23105776444111029,0.23105776444111029,0.6814296814296814,0.10900128819656262,19.821879625320435,1.893132209777832,,19_landsat,6435,36,0.20714840714840715
KNN,69,0.8377133333333334,0.2346087345739667,0.3,0.3,0.3,0.9125,5.400223488853615,0.04749655723571777,0.2718391418457031,,20_letter,1600,32,0.0625
KNN,72,0.8377133333333334,0.2346087345739667,0.3,0.3,0.3,0.9125,5.400223488853615,0.06366109848022461,0.24258780479431152,,20_letter,1600,32,0.0625
KNN,888,0.8377133333333334,0.2346087345739667,0.3,0.3,0.3,0.9125,5.400223488853615,0.048668861389160156,0.22950339317321777,,20_letter,1600,32,0.0625
LOF,69,0.8988466666666666,0.4758994936756193,0.44,0.44,0.44,0.93,1.1994101330637932,0.06260418891906738,0.033093929290771484,,20_letter,1600,32,0.0625
LOF,72,0.8988466666666666,0.4758994936756193,0.44,0.44,0.44,0.93,1.1994101330637932,0.031762123107910156,0.047499895095825195,,20_letter,1600,32,0.0625
LOF,888,0.8988466666666666,0.4758994936756193,0.44,0.44,0.44,0.93,1.1994101330637932,0.0367281436920166,0.031174421310424805,,20_letter,1600,32,0.0625
IForest,69,0.6144733333333334,0.08687811584658882,0.08,0.08,0.08,0.885,0.011477843888482907,0.15320348739624023,0.008004903793334961,,20_letter,1600,32,0.0625
IForest,72,0.6326066666666667,0.08989427540149034,0.13,0.13,0.13,0.89125,0.010419881475554192,0.15123915672302246,0.002999544143676758,,20_letter,1600,32,0.0625
IForest,888,0.6070200000000001,0.08528841832430793,0.10000000000000002,0.1,0.1,0.8875,0.007439932000018218,0.12705349922180176,0.016097068786621094,,20_letter,1600,32,0.0625
PCA,69,0.52288,0.07649665618145764,0.08,0.08,0.08,0.885,43945.579666943966,0.015202999114990234,0.002018451690673828,,20_letter,1600,32,0.0625
PCA,72,0.52288,0.07649665618145764,0.08,0.08,0.08,0.885,43945.579666943966,0.003751039505004883,0.003531932830810547,,20_letter,1600,32,0.0625
PCA,888,0.52288,0.07649665618145764,0.08,0.08,0.08,0.885,43945.579666943966,0.004069328308105469,0.0020029544830322266,,20_letter,1600,32,0.0625
CBLOF,69,,,,,,,,,,ValueError: Could not form valid cluster separation. Please change n_clusters or change clustering method,20_letter,1600,32,0.0625
CBLOF,72,0.7640666666666667,0.16542763630477894,0.23,0.23,0.23,0.90375,5.903957575559616,0.09985828399658203,0.0020062923431396484,,20_letter,1600,32,0.0625
CBLOF,888,0.7735000000000001,0.15895089244071856,0.20999999999999996,0.21,0.21,0.90125,5.9637123346328735,0.10550904273986816,0.002005338668823242,,20_letter,1600,32,0.0625
HBOS,69,0.5845133333333333,0.07680840911296799,0.05000000000000001,0.05,0.05,0.88125,51.691921951791855,0.009983301162719727,0.0020067691802978516,,20_letter,1600,32,0.0625
HBOS,72,0.5845133333333333,0.07680840911296799,0.05000000000000001,0.05,0.05,0.88125,51.691921951791855,0.01002812385559082,0.002005338668823242,,20_letter,1600,32,0.0625
HBOS,888,0.5845133333333333,0.07680840911296799,0.05000000000000001,0.05,0.05,0.88125,51.691921951791855,0.010062456130981445,0.0020058155059814453,,20_letter,1600,32,0.0625
ECOD,69,0.5723466666666667,0.07670305265377031,0.09,0.09,0.09,0.88625,53.282420201680665,0.010020017623901367,0.014037609100341797,,20_letter,1600,32,0.0625
ECOD,72,0.5723466666666667,0.07670305265377031,0.09,0.09,0.09,0.88625,53.282420201680665,0.009112358093261719,0.013530969619750977,,20_letter,1600,32,0.0625
ECOD,888,0.5723466666666667,0.07670305265377031,0.09,0.09,0.09,0.88625,53.282420201680665,0.007760047912597656,0.0,,20_letter,1600,32,0.0625
COPOD,69,0.55962,0.06831897062474712,0.04,0.04,0.04,0.88,44.60127298483762,0.013719797134399414,0.012105703353881836,,20_letter,1600,32,0.0625
COPOD,72,0.55962,0.06831897062474712,0.04,0.04,0.04,0.88,44.60127298483762,0.010478019714355469,0.011001348495483398,,20_letter,1600,32,0.0625
COPOD,888,0.55962,0.06831897062474712,0.04,0.04,0.04,0.88,44.60127298483762,0.0,0.015926122665405273,,20_letter,1600,32,0.0625
LODA,69,0.5539066666666667,0.09110706771175298,0.11,0.11,0.11,0.88875,0.0239977041932652,0.047775983810424805,0.0,,20_letter,1600,32,0.0625
LODA,72,0.5246733333333333,0.08218392471266042,0.11,0.11,0.11,0.88875,0.023864068590645257,0.03175020217895508,0.0,,20_letter,1600,32,0.0625
LODA,888,0.5612333333333334,0.07824222476272574,0.09,0.09,0.09,0.88625,0.02447208419299396,0.0267641544342041,0.0,,20_letter,1600,32,0.0625
DeepSVDD,69,0.5098733333333334,0.07573582112258223,0.13,0.13,0.13,0.89125,1.4457315355539322,1.0159361362457275,0.0,,20_letter,1600,32,0.0625
DeepSVDD,72,0.5340400000000001,0.07014894382261912,0.08,0.08,0.08,0.885,1.6650336012244225,1.0217163562774658,0.0,,20_letter,1600,32,0.0625
DeepSVDD,888,0.51098,0.06872860928667765,0.07,0.07,0.07,0.88375,1.7928445637226105,1.0429909229278564,0.0,,20_letter,1600,32,0.0625
CALDM-D,69,0.67464,0.12612886400740447,0.15,0.15,0.15,0.89375,0.7678511925041676,28.428502082824707,0.8669116497039795,,20_letter,1600,32,0.0625
CALDM-D,72,0.6784266666666667,0.12635093716681564,0.14,0.14,0.14,0.8925,0.7590507194399834,28.663715839385986,0.8273520469665527,,20_letter,1600,32,0.0625
CALDM-D,888,0.6464066666666668,0.11251221708331852,0.13,0.13,0.13,0.89125,0.7872945331037045,27.490195512771606,0.95159912109375,,20_letter,1600,32,0.0625
CALDM-J,69,0.82858,0.22887797591649736,0.24,0.24,0.24,0.905,0.47658690996468067,10.273467302322388,0.8874893188476562,,20_letter,1600,32,0.0625
CALDM-J,72,0.8264666666666667,0.24069037658696807,0.27,0.27,0.27,0.90875,0.5093082152307034,10.221787452697754,0.8693127632141113,,20_letter,1600,32,0.0625
CALDM-J,888,0.8046933333333333,0.2179082945438012,0.23,0.23,0.23,0.90375,0.47984194196760654,10.562230348587036,0.9187145233154297,,20_letter,1600,32,0.0625
KNN,69,0.8511040570708244,0.17365205153720217,0.25,0.25,0.25,0.9651256371277832,1.2675047433289066,0.3317561149597168,1.2801668643951416,,23_mammography,11183,6,0.023249575248144506
KNN,72,0.8511040570708244,0.17365205153720217,0.25,0.25,0.25,0.9651256371277832,1.2675047433289066,0.2886021137237549,1.2280118465423584,,23_mammography,11183,6,0.023249575248144506
KNN,888,0.8511040570708244,0.17365205153720217,0.25,0.25,0.25,0.9651256371277832,1.2675047433289066,0.2798197269439697,1.2013907432556152,,23_mammography,11183,6,0.023249575248144506
LOF,69,0.7192939739012247,0.08912406986155832,0.19615384615384618,0.19615384615384615,0.19615384615384615,0.9626218367164446,1.3870834938733423,0.296600341796875,0.29604434967041016,,23_mammography,11183,6,0.023249575248144506
LOF,72,0.7192939739012247,0.08912406986155832,0.19615384615384618,0.19615384615384615,0.19615384615384615,0.9626218367164446,1.3870834938733423,0.3060617446899414,0.28605008125305176,,23_mammography,11183,6,0.023249575248144506
LOF,888,0.7192939739012247,0.08912406986155832,0.19615384615384618,0.19615384615384615,0.19615384615384615,0.9626218367164446,1.3870834938733423,0.3005073070526123,0.29599928855895996,,23_mammography,11183,6,0.023249575248144506
IForest,69,0.8507559912393748,0.19035571068125284,0.20000000000000004,0.2,0.2,0.9628006796029688,0.08674506070885178,0.21808481216430664,0.04794120788574219,,23_mammography,11183,6,0.023249575248144506
IForest,72,0.831116416312791,0.13807438870488464,0.13076923076923078,0.13076923076923078,0.13076923076923078,0.9595815076455334,0.08316996055015137,0.2037515640258789,0.051622867584228516,,23_mammography,11183,6,0.023249575248144506
IForest,888,0.864233198825344,0.21344373145558934,0.23461538461538461,0.23461538461538461,0.23461538461538461,0.9644102655816865,0.0767207036238388,0.2227187156677246,0.03566861152648926,,23_mammography,11183,6,0.023249575248144506
PCA,69,0.8863358192663329,0.19816770986143473,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.9654833229008316,452.91198922685504,0.0,0.014505624771118164,,23_mammography,11183,6,0.023249575248144506
PCA,72,0.8863358192663329,0.19816770986143473,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.9654833229008316,452.91198922685504,0.0051462650299072266,0.0010001659393310547,,23_mammography,11183,6,0.023249575248144506
PCA,888,0.8863358192663329,0.19816770986143473,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.9654833229008316,452.91198922685504,0.0,0.015848159790039062,,23_mammography,11183,6,0.023249575248144506
CBLOF,69,0.8158351467263855,0.14662170320444498,0.25384615384615383,0.25384615384615383,0.25384615384615383,0.9653044800143075,3.52913681801603,0.1417233943939209,0.0020062923431396484,,23_mammography,11183,6,0.023249575248144506
CBLOF,72,0.8281699166895541,0.1616404580705264,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.9663775373334526,3.5998248816240017,0.12321066856384277,0.002006053924560547,,23_mammography,11183,6,0.023249575248144506
CBLOF,888,0.8158166606807089,0.14662701197289096,0.25384615384615383,0.25384615384615383,0.25384615384615383,0.9653044800143075,3.5291368276987725,0.13494277000427246,0.0,,23_mammography,11183,6,0.023249575248144506
HBOS,69,0.8299486263987774,0.12729264502201373,0.12619502868068835,0.12547528517110265,0.12692307692307692,0.9591344004292229,10.335216531586727,0.006557941436767578,0.0,,23_mammography,11183,6,0.023249575248144506
HBOS,72,0.8299486263987774,0.12729264502201373,0.12619502868068835,0.12547528517110265,0.12692307692307692,0.9591344004292229,10.335216531586727,0.010127782821655273,0.002004384994506836,,23_mammography,11183,6,0.023249575248144506
HBOS,888,0.8299486263987774,0.12729264502201373,0.12619502868068835,0.12547528517110265,0.12692307692307692,0.9591344004292229,10.335216531586727,0.017688989639282227,0.0,,23_mammography,11183,6,0.023249575248144506
ECOD,69,0.9061567334981233,0.4359950234320086,0.4269230769230769,0.4269230769230769,0.4269230769230769,0.973352409907896,13.617350184719125,0.01593923568725586,0.01594257354736328,,23_mammography,11183,6,0.023249575248144506
ECOD,72,0.9061567334981233,0.4359950234320086,0.4269230769230769,0.4269230769230769,0.4269230769230769,0.973352409907896,13.617350184719125,0.019536733627319336,0.021793603897094727,,23_mammography,11183,6,0.023249575248144506
ECOD,888,0.9061567334981233,0.4359950234320086,0.4269230769230769,0.4269230769230769,0.4269230769230769,0.973352409907896,13.617350184719125,0.008489608764648438,0.021550893783569336,,23_mammography,11183,6,0.023249575248144506
COPOD,69,0.9053320798033788,0.4299504472150996,0.43076923076923074,0.4307692307692308,0.4307692307692308,0.9735312527944201,13.433216496999464,0.0,0.031804800033569336,,23_mammography,11183,6,0.023249575248144506
COPOD,72,0.9053320798033788,0.4299504472150996,0.43076923076923074,0.4307692307692308,0.4307692307692308,0.9735312527944201,13.433216496999464,0.010944128036499023,0.02079010009765625,,23_mammography,11183,6,0.023249575248144506
COPOD,888,0.9053320798033788,0.4299504472150996,0.43076923076923074,0.4307692307692308,0.4307692307692308,0.9735312527944201,13.433216496999464,0.0,0.02924942970275879,,23_mammography,11183,6,0.023249575248144506
LODA,69,0.8764368058929992,0.23836323408119825,0.2846153846153846,0.2846153846153846,0.2846153846153846,0.966735223106501,0.026263786184634617,0.05759572982788086,0.024114131927490234,,23_mammography,11183,6,0.023249575248144506
LODA,72,0.8338799921126205,0.18222519851533425,0.23846153846153847,0.23846153846153847,0.23846153846153847,0.9645891084682107,0.028199568971003716,0.059850454330444336,0.02369236946105957,,23_mammography,11183,6,0.023249575248144506
LODA,888,0.8405307431742477,0.1725686996893925,0.2692307692307692,0.2692307692307692,0.2692307692307692,0.9660198515604042,0.02624976790209879,0.07533597946166992,0.027550220489501953,,23_mammography,11183,6,0.023249575248144506
DeepSVDD,69,0.7110689159782816,0.08778869467906328,0.17692307692307693,0.17692307692307693,0.17692307692307693,0.9617276222838237,2.446631703086395,6.96799111366272,0.002002239227294922,,23_mammography,11183,6,0.023249575248144506
DeepSVDD,72,0.7238533369953309,0.09029901365205935,0.11923076923076924,0.11923076923076924,0.11923076923076924,0.9590449789859609,4.2338926902794185,6.831655979156494,0.0020067691802978516,,23_mammography,11183,6,0.023249575248144506
DeepSVDD,888,0.8803151782759034,0.15077942957683327,0.20000000000000004,0.2,0.2,0.9628006796029688,4.020860610894713,6.851048231124878,0.0,,23_mammography,11183,6,0.023249575248144506
CALDM-D,69,0.8688948513721928,0.18562041265874996,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.9654833229008316,1.5666194615546996,89.36442947387695,2.6366729736328125,,23_mammography,11183,6,0.023249575248144506
CALDM-D,72,0.8758607454982078,0.1973606044235105,0.27307692307692305,0.27307692307692305,0.27307692307692305,0.9661986944469284,1.4989298163783855,89.12173557281494,2.6336705684661865,,23_mammography,11183,6,0.023249575248144506
CALDM-D,888,0.8638967527940339,0.17272871998861158,0.25,0.25,0.25,0.9651256371277832,1.5419931628884649,89.52976679801941,2.6377100944519043,,23_mammography,11183,6,0.023249575248144506
CALDM-J,69,0.8018324072704737,0.1445939792397252,0.25769230769230766,0.25769230769230766,0.25769230769230766,0.9654833229008316,0.2110900734664928,34.358014822006226,2.7771048545837402,,23_mammography,11183,6,0.023249575248144506
CALDM-J,72,0.7474133620659301,0.11279662561564154,0.21538461538461537,0.2153846153846154,0.2153846153846154,0.9635160511490656,0.4525971756972386,33.3614387512207,2.8423662185668945,,23_mammography,11183,6,0.023249575248144506
CALDM-J,888,0.7840044648201748,0.09612260788896168,0.1576923076923077,0.1576923076923077,0.1576923076923077,0.9608334078512027,0.2061583969662443,34.600024461746216,2.8109564781188965,,23_mammography,11183,6,0.023249575248144506
KNN,69,0.8641664079799674,0.410066635601944,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.8955675391292911,7.506547828145507,0.19554877281188965,6.069130182266235,,24_mnist,7603,100,0.09206892016309351
KNN,72,0.8641664079799674,0.410066635601944,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.8955675391292911,7.506547828145507,0.19406461715698242,6.051781177520752,,24_mnist,7603,100,0.09206892016309351
KNN,888,0.8641664079799674,0.410066635601944,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.8955675391292911,7.506547828145507,0.18989849090576172,6.075917482376099,,24_mnist,7603,100,0.09206892016309351
LOF,69,0.6727771569296993,0.24432283248744863,0.29285714285714287,0.29285714285714287,0.29285714285714287,0.8697882414836249,1.2201374013628064,0.14302611351013184,0.12679600715637207,,24_mnist,7603,100,0.09206892016309351
LOF,72,0.6727771569296993,0.24432283248744863,0.29285714285714287,0.29285714285714287,0.29285714285714287,0.8697882414836249,1.2201374013628064,0.1392674446105957,0.10902667045593262,,24_mnist,7603,100,0.09206892016309351
LOF,888,0.6727771569296993,0.24432283248744863,0.29285714285714287,0.29285714285714287,0.29285714285714287,0.8697882414836249,1.2201374013628064,0.132704496383667,0.11540770530700684,,24_mnist,7603,100,0.09206892016309351
IForest,69,0.8008561495002173,0.26806244681095653,0.2914285714285714,0.2914285714285714,0.2914285714285714,0.869525187426016,0.0018763026214245544,0.2285172939300537,0.03548002243041992,,24_mnist,7603,100,0.09206892016309351
IForest,72,0.8090188530866497,0.2823279748903471,0.29714285714285715,0.29714285714285715,0.29714285714285715,0.8705774036564514,0.002011163377776473,0.20946884155273438,0.03191947937011719,,24_mnist,7603,100,0.09206892016309351
IForest,888,0.7939250015521202,0.25909243344504596,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.8737340523477575,0.002598971471751517,0.21379804611206055,0.03506803512573242,,24_mnist,7603,100,0.09206892016309351
PCA,69,0.8498067092982347,0.38279311738467253,0.38571428571428573,0.38571428571428573,0.38571428571428573,0.8868867552281994,1.7335703508953004e+18,0.07593584060668945,0.07975530624389648,,24_mnist,7603,100,0.09206892016309351
PCA,72,0.8498067092982347,0.38279311738467253,0.38571428571428573,0.38571428571428573,0.38571428571428573,0.8868867552281994,1.7335703508953004e+18,0.08240246772766113,0.06339883804321289,,24_mnist,7603,100,0.09206892016309351
PCA,888,0.8498067092982347,0.38279311738467253,0.38571428571428573,0.38571428571428573,0.38571428571428573,0.8868867552281994,1.7335703508953004e+18,0.07880783081054688,0.06116342544555664,,24_mnist,7603,100,0.09206892016309351
CBLOF,69,0.8521591026675772,0.40064392482545597,0.42428571428571427,0.42428571428571427,0.42428571428571427,0.893989214783638,8.622721145110084,0.30405449867248535,0.01452016830444336,,24_mnist,7603,100,0.09206892016309351
CBLOF,72,0.8390227851244801,0.370311602341752,0.38857142857142857,0.38857142857142857,0.38857142857142857,0.8874128633434171,8.578136676897207,0.285111665725708,0.012017488479614258,,24_mnist,7603,100,0.09206892016309351
CBLOF,888,0.8498151942219739,0.3975663188710721,0.41714285714285715,0.41714285714285715,0.41714285714285715,0.8926739444955939,8.675572649704757,0.30605196952819824,0.011759519577026367,,24_mnist,7603,100,0.09206892016309351
HBOS,69,0.5758837772397094,0.10963693636479693,0.11285714285714285,0.11285714285714285,0.11285714285714285,0.8366434302249112,114.30190227919681,0.04556393623352051,0.013762712478637695,,24_mnist,7603,100,0.09206892016309351
HBOS,72,0.5758837772397094,0.10963693636479693,0.11285714285714285,0.11285714285714285,0.11285714285714285,0.8366434302249112,114.30190227919681,0.0452728271484375,0.015330791473388672,,24_mnist,7603,100,0.09206892016309351
HBOS,888,0.5758837772397094,0.10963693636479693,0.11285714285714285,0.11285714285714285,0.11285714285714285,0.8366434302249112,114.30190227919681,0.033748626708984375,0.0,,24_mnist,7603,100,0.09206892016309351
ECOD,69,0.7463432048177812,0.17795422475443862,0.18,0.18,0.18,0.8490069709325266,67.57935290263019,0.10510897636413574,0.22655034065246582,,24_mnist,7603,100,0.09206892016309351
ECOD,72,0.7463432048177812,0.17795422475443862,0.18,0.18,0.18,0.8490069709325266,67.57935290263019,0.11064291000366211,0.22288870811462402,,24_mnist,7603,100,0.09206892016309351
ECOD,888,0.7463432048177812,0.17795422475443862,0.18,0.18,0.18,0.8490069709325266,67.57935290263019,0.10177206993103027,0.21476459503173828,,24_mnist,7603,100,0.09206892016309351
COPOD,69,0.7738682974276195,0.21401951655293466,0.2357142857142857,0.2357142857142857,0.2357142857142857,0.8592660791792713,57.699580991369174,0.0983736515045166,0.22231388092041016,,24_mnist,7603,100,0.09206892016309351
COPOD,72,0.7738682974276195,0.21401951655293466,0.2357142857142857,0.2357142857142857,0.2357142857142857,0.8592660791792713,57.699580991369174,0.11537528038024902,0.23269939422607422,,24_mnist,7603,100,0.09206892016309351
COPOD,888,0.7738682974276195,0.21401951655293466,0.2357142857142857,0.2357142857142857,0.2357142857142857,0.8592660791792713,57.699580991369174,0.10571026802062988,0.2299790382385254,,24_mnist,7603,100,0.09206892016309351
LODA,69,0.6499488835082055,0.18141264372823535,0.1985714285714286,0.19857142857142857,0.19857142857142857,0.8524266736814415,0.04975347352859073,0.26056599617004395,0.2102527618408203,,24_mnist,7603,100,0.09206892016309351
LODA,72,0.6069735725667929,0.21224329328719965,0.20999999999999996,0.21,0.21,0.8545311061423122,0.06048714788524799,0.23683714866638184,0.25440549850463867,,24_mnist,7603,100,0.09206892016309351
LODA,888,0.7394606899691645,0.3019459621996144,0.31285714285714283,0.31285714285714283,0.31285714285714283,0.8734709982901486,0.06418248522250913,0.2427971363067627,0.22785520553588867,,24_mnist,7603,100,0.09206892016309351
DeepSVDD,69,0.729901492104882,0.2759746964784391,0.2757142857142857,0.2757142857142857,0.2757142857142857,0.8666315927923188,1.0719188360670562,5.535653829574585,0.004999637603759766,,24_mnist,7603,100,0.09206892016309351
DeepSVDD,72,0.8096219035202086,0.35616749385283064,0.37714285714285717,0.37714285714285717,0.37714285714285717,0.8853084308825464,0.9158406276993261,5.537086248397827,0.006024837493896484,,24_mnist,7603,100,0.09206892016309351
DeepSVDD,888,0.763512965377372,0.30925123381988595,0.33,0.33,0.33,0.8766276469814547,1.2097157481531084,5.974598169326782,0.006011486053466797,,24_mnist,7603,100,0.09206892016309351
CALDM-D,69,0.8481377661886136,0.3801283853088387,0.38285714285714284,0.38285714285714284,0.38285714285714284,0.8863606471129817,0.6904076923904459,66.90958428382874,1.94486665725708,,24_mnist,7603,100,0.09206892016309351
CALDM-D,72,0.8459073694666916,0.3775013541018113,0.38,0.38,0.38,0.885834538997764,0.6916187528119532,66.25460171699524,1.7467875480651855,,24_mnist,7603,100,0.09206892016309351
CALDM-D,888,0.8559620040975975,0.38814445045436236,0.3871428571428571,0.3871428571428571,0.3871428571428571,0.8871498092858082,0.6971424778135266,66.30946922302246,1.742713212966919,,24_mnist,7603,100,0.09206892016309351
CALDM-J,69,0.838687320212744,0.3885743492400868,0.4014285714285714,0.4014285714285714,0.4014285714285714,0.8897803498618966,0.19366032931344626,26.69771432876587,2.034850597381592,,24_mnist,7603,100,0.09206892016309351
CALDM-J,72,0.8460996254216593,0.40184021481748833,0.4114285714285714,0.4114285714285714,0.4114285714285714,0.8916217282651585,0.19025365250190276,27.762057542800903,1.9522817134857178,,24_mnist,7603,100,0.09206892016309351
CALDM-J,888,0.8386149914116016,0.38653895124473414,0.39571428571428574,0.39571428571428574,0.39571428571428574,0.8887281336314613,0.1941803434123087,27.47334361076355,2.0457088947296143,,24_mnist,7603,100,0.09206892016309351
KNN,69,0.9355609255750074,0.571215048394601,0.5051546391752577,0.5051546391752577,0.5051546391752577,0.968647942521228,10.623046211155849,0.07247662544250488,1.8818325996398926,,25_musk,3062,166,0.03167864141084259
KNN,72,0.9355609255750074,0.571215048394601,0.5051546391752577,0.5051546391752577,0.5051546391752577,0.968647942521228,10.623046211155849,0.06869935989379883,1.8547635078430176,,25_musk,3062,166,0.03167864141084259
KNN,888,0.9355609255750074,0.571215048394601,0.5051546391752577,0.5051546391752577,0.5051546391752577,0.968647942521228,10.623046211155849,0.06350541114807129,1.8442115783691406,,25_musk,3062,166,0.03167864141084259
LOF,69,0.6356913127379564,0.1978578959315804,0.23711340206185566,0.23711340206185566,0.23711340206185566,0.9516655780535598,1.1583221346860149,0.05784893035888672,0.04192018508911133,,25_musk,3062,166,0.03167864141084259
LOF,72,0.6356913127379564,0.1978578959315804,0.23711340206185566,0.23711340206185566,0.23711340206185566,0.9516655780535598,1.1583221346860149,0.0388944149017334,0.04968881607055664,,25_musk,3062,166,0.03167864141084259
LOF,888,0.6356913127379564,0.1978578959315804,0.23711340206185566,0.23711340206185566,0.23711340206185566,0.9516655780535598,1.1583221346860149,0.043640851974487305,0.04906964302062988,,25_musk,3062,166,0.03167864141084259
IForest,69,0.999989569026964,0.9996907216494845,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.999346832135859,0.04047022569047018,0.17055559158325195,0.02800464630126953,,25_musk,3062,166,0.03167864141084259
IForest,72,0.9999826150449401,0.9994760751848382,0.979381443298969,0.979381443298969,0.979381443298969,0.9986936642717178,0.03729838837303028,0.16126775741577148,0.015744447708129883,,25_musk,3062,166,0.03167864141084259
IForest,888,0.9999652300898803,0.998989286436224,0.979381443298969,0.979381443298969,0.979381443298969,0.9986936642717178,0.031057372598839113,0.14430022239685059,0.015886306762695312,,25_musk,3062,166,0.03167864141084259
PCA,69,0.999993046017976,0.999788522062029,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.999346832135859,189769467.9061834,0.10278177261352539,0.0847625732421875,,25_musk,3062,166,0.03167864141084259
PCA,72,0.999993046017976,0.999788522062029,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.999346832135859,189769467.9061834,0.09326934814453125,0.06582760810852051,,25_musk,3062,166,0.03167864141084259
PCA,888,0.999993046017976,0.999788522062029,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.999346832135859,189769467.9061834,0.0942225456237793,0.07709550857543945,,25_musk,3062,166,0.03167864141084259
CBLOF,69,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,13.628875072830489,0.26146960258483887,0.006533384323120117,,25_musk,3062,166,0.03167864141084259
CBLOF,72,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,13.814399766715567,0.2856874465942383,0.008092880249023438,,25_musk,3062,166,0.03167864141084259
CBLOF,888,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,13.823617774700024,0.2818446159362793,0.006863117218017578,,25_musk,3062,166,0.03167864141084259
HBOS,69,0.9999582761078563,0.9987989190271245,0.979381443298969,0.979381443298969,0.979381443298969,0.9986936642717178,193.9590841149026,0.05502438545227051,0.01201772689819336,,25_musk,3062,166,0.03167864141084259
HBOS,72,0.9999582761078563,0.9987989190271245,0.979381443298969,0.979381443298969,0.979381443298969,0.9986936642717178,193.9590841149026,0.044158220291137695,0.01000070571899414,,25_musk,3062,166,0.03167864141084259
HBOS,888,0.9999582761078563,0.9987989190271245,0.979381443298969,0.979381443298969,0.979381443298969,0.9986936642717178,193.9590841149026,0.04019737243652344,0.0,,25_musk,3062,166,0.03167864141084259
ECOD,69,0.9559430468872239,0.49175583613194596,0.4948453608247423,0.4948453608247423,0.4948453608247423,0.9679947746570868,327.10704845542074,0.09749865531921387,0.17665314674377441,,25_musk,3062,166,0.03167864141084259
ECOD,72,0.9559430468872239,0.49175583613194596,0.4948453608247423,0.4948453608247423,0.4948453608247423,0.9679947746570868,327.10704845542074,0.07970166206359863,0.1941230297088623,,25_musk,3062,166,0.03167864141084259
ECOD,888,0.9559430468872239,0.49175583613194596,0.4948453608247423,0.4948453608247423,0.4948453608247423,0.9679947746570868,327.10704845542074,0.09552383422851562,0.17734241485595703,,25_musk,3062,166,0.03167864141084259
COPOD,69,0.9463395977121398,0.3433436210842759,0.3608247422680413,0.36082474226804123,0.36082474226804123,0.9595035924232528,259.83824520965095,0.08649492263793945,0.19324564933776855,,25_musk,3062,166,0.03167864141084259
COPOD,72,0.9463395977121398,0.3433436210842759,0.3608247422680413,0.36082474226804123,0.36082474226804123,0.9595035924232528,259.83824520965095,0.09572362899780273,0.17111587524414062,,25_musk,3062,166,0.03167864141084259
COPOD,888,0.9463395977121398,0.3433436210842759,0.3608247422680413,0.36082474226804123,0.36082474226804123,0.9595035924232528,259.83824520965095,0.10140299797058105,0.179642915725708,,25_musk,3062,166,0.03167864141084259
