config,auc_roc_mean,auc_roc_std,ap_mean,ap_std,f1_mean,f1_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,train_time_sec_mean,train_time_sec_std,label,auc_roc_pval_vs_full,ap_pval_vs_full
A_vae_only,0.6416958155458546,0.011212344056041957,0.10914009388661858,0.0071806918730672135,0.11110479977279182,0.017528746598166133,0.8689089005235602,0.002585077142288698,0.11069609507640069,0.017464266206039317,0.11151653363740022,0.017593704895137667,54.993338871002194,3.5813020840442222,VAE only,0.00014944047328162172,1.0343066085360524e-05
B_ddpm_data,0.5079343542103381,0.0066427461846431494,0.07581321817291338,0.001519218857518914,0.07600113604089746,0.00516555185203733,0.8637319371727749,0.0007617971966920984,0.07572156196943973,0.005146550104986826,0.07628278221208665,0.005184694433016943,29.533824062347414,1.2303533642121331,Data-space DDPM,1.4030320337076924e-06,2.0723764670975516e-06
C_vae_diff_nocxt,0.7285245625065044,0.0017979634865686474,0.29823879728022423,0.0012864396523550366,0.28060210167566035,0.0,0.8939057591623036,0.0,0.27956989247311825,0.0,0.28164196123147095,0.0,101.81131129264831,1.4653856449152827,Latent Diffusion (unconditional),0.007768441407889351,0.013958247996400126
D_cxt_in_vae,0.6877305739960228,0.02847389005214081,0.24219177855324361,0.046524490659174585,0.25685884691848904,0.03157090153099116,0.8904041884816755,0.004655964158769413,0.25591397849462366,0.03145476635275037,0.25781071835803876,0.03168789746026789,152.22765545845033,0.9794762181297714,Context in VAE only,0.01797677759375453,0.03361169119495928
E_cxt_in_diff,0.7480179062837611,0.007243223437641047,0.3241267371250479,0.013049195327737425,0.28071570576540755,0.00025402646719674,0.8939225130890052,3.74629189947806e-05,0.2796830786644029,0.0002530920178268102,0.2817559863169897,0.00025496784236028676,159.93729753494262,2.0087425249602666,CALDM (proposed),,
F_full_caldm,0.6877001283033499,0.03064338393447629,0.24205614589420432,0.047177529693017285,0.2574268673672252,0.03326292052333291,0.8904879581151832,0.0049054970958180575,0.25647990945104693,0.033140561166569125,0.25838084378563286,0.033386186762444495,151.5529297351837,0.7627911311413968,CALDM + VAE context,0.021916348875654672,0.03450524571933383
